Jahr;Stadtbezirk;Arbeitslose insgesamt;Arbeitslose Männer;Arbeitslose Frauen;Arbeitslose Deutsche;Arbeitslose Ausländer;Arbeitslose, 55 Jahre und älter;Arbeitslose nach SGBII;Arbeitslose nach SGBIII;Arbeitslose, unter 25 Jahre alt;Arbeitslose, 25 bis unter 35 Jahre alt;Arbeitslose, 35 bis unter 45 Jahre alt;Arbeitslose, 45 bis unter 55 Jahre alt;Arbeitslose, ohne Berufsabschluss;Arbeitslose, mit Berufsabschluss;Arbeitslose, mit akademischen Abschluss;Arbeitslose, ohne Schulabschluss;Arbeitslose, mit Hauptschulabschluss;Arbeitslose, mit mittlerer Reife;Arbeitslose, mit Abitur
2013;Oberwiehre;181;94;87;152;29;0;108;73;3;0;0;0;0;0;0;0;0;0;0
2013;Mittelwiehre;80;40;40;68;12;0;41;39;0;0;0;0;0;0;0;0;0;0;0
2013;Unterwiehre-Nord;112;51;61;92;20;0;54;58;0;0;0;0;0;0;0;0;0;0;0
2013;Unterwiehre-Süd;230;138;92;165;65;0;155;75;11;0;0;0;0;0;0;0;0;0;0
2013;Günterstal;37;23;14;32;5;0;22;15;0;0;0;0;0;0;0;0;0;0;0
2013;Stühlinger-Beurbarung;143;75;68;90;53;0;116;27;5;0;0;0;0;0;0;0;0;0;0
2013;Stühlinger-Eschholz;161;90;71;120;40;0;106;55;8;0;0;0;0;0;0;0;0;0;0
2013;Alt-Stühlinger;463;285;178;314;148;0;367;96;15;0;0;0;0;0;0;0;0;0;0
2013;Mooswald-West;81;41;40;62;19;0;54;27;7;0;0;0;0;0;0;0;0;0;0
2013;Mooswald-Ost;197;122;75;153;44;0;145;52;7;0;0;0;0;0;0;0;0;0;0
2013;Betzenhausen-Bischofslinde;262;141;121;164;97;0;191;71;9;0;0;0;0;0;0;0;0;0;0
2013;Alt-Betzenhausen;154;81;73;120;34;0;106;48;5;0;0;0;0;0;0;0;0;0;0
2013;Landwasser;227;125;102;145;81;0;183;44;11;0;0;0;0;0;0;0;0;0;0
2013;Lehen;50;37;13;44;6;0;28;22;2;0;0;0;0;0;0;0;0;0;0
2013;Waltershofen;41;21;20;36;5;0;20;21;0;0;0;0;0;0;0;0;0;0;0
2013;Haslach-Egerten;385;280;105;262;123;0;297;88;16;0;0;0;0;0;0;0;0;0;0
2013;Haslach-Gartenstadt;427;260;167;280;146;0;337;90;21;0;0;0;0;0;0;0;0;0;0
2013;Haslach-Schildacker;47;32;15;33;14;0;39;8;0;0;0;0;0;0;0;0;0;0;0
2013;Haslach-Haid;155;91;64;121;34;0;107;48;12;0;0;0;0;0;0;0;0;0;0
2013;St. Georgen-Nord;234;134;100;181;52;0;127;107;13;0;0;0;0;0;0;0;0;0;0
2013;St. Georgen-Süd;26;7;19;23;3;0;11;15;0;0;0;0;0;0;0;0;0;0;0
2013;Opfingen;110;60;50;81;29;0;70;40;5;0;0;0;0;0;0;0;0;0;0
2013;Tiengen;65;38;27;52;13;0;31;34;2;0;0;0;0;0;0;0;0;0;0
2013;Munzingen;63;34;29;55;8;0;39;24;5;0;0;0;0;0;0;0;0;0;0
2013;Weingarten;713;340;373;424;287;0;605;108;31;0;0;0;0;0;0;0;0;0;0
2013;Rieselfeld;227;114;113;156;71;0;153;74;8;0;0;0;0;0;0;0;0;0;0
2013;Vauban;105;40;65;89;16;0;66;39;2;0;0;0;0;0;0;0;0;0;0
2013;Nicht zuordenbar;14;10;4;6;8;0;6;8;0;0;0;0;0;0;0;0;0;0;0
2014;Altstadt-Mitte;124;77;47;75;49;0;73;51;5;0;0;0;0;0;0;0;0;0;0
2014;Altstadt-Ring;106;64;42;70;36;0;64;42;6;0;0;0;0;0;0;0;0;0;0
2014;Neuburg;81;43;38;57;24;0;45;36;5;0;0;0;0;0;0;0;0;0;0
2014;Herdern-Süd;99;60;39;75;24;0;50;49;0;0;0;0;0;0;0;0;0;0;0
2014;Herdern-Nord;102;46;56;78;24;0;45;57;0;0;0;0;0;0;0;0;0;0;0
2014;Zähringen;197;121;76;144;50;0;118;79;8;0;0;0;0;0;0;0;0;0;0
2014;Brühl-Güterbahnhof;260;153;107;200;60;0;194;66;9;0;0;0;0;0;0;0;0;0;0
2014;Brühl-Industriegebiet;47;30;17;29;18;0;42;5;0;0;0;0;0;0;0;0;0;0;0
2014;Brühl-Beurbarung;144;75;69;88;56;0;118;26;7;0;0;0;0;0;0;0;0;0;0
2014;Hochdorf;138;74;64;109;29;0;87;51;8;0;0;0;0;0;0;0;0;0;0
2014;Waldsee;80;40;40;62;18;0;48;32;0;0;0;0;0;0;0;0;0;0;0
2014;Littenweiler;134;72;62;102;32;0;89;45;5;0;0;0;0;0;0;0;0;0;0
2014;Ebnet;52;25;27;46;6;0;30;22;2;0;0;0;0;0;0;0;0;0;0
2014;Kappel;48;24;24;40;8;0;24;24;2;0;0;0;0;0;0;0;0;0;0
2014;Oberau;163;91;72;130;33;0;100;63;5;0;0;0;0;0;0;0;0;0;0
2014;Oberwiehre;172;83;89;141;31;0;91;81;6;0;0;0;0;0;0;0;0;0;0
2014;Mittelwiehre;77;46;31;61;16;0;43;34;2;0;0;0;0;0;0;0;0;0;0
2014;Unterwiehre-Nord;103;50;53;88;15;0;46;57;0;0;0;0;0;0;0;0;0;0;0
2014;Unterwiehre-Süd;212;125;87;160;52;0;142;70;9;0;0;0;0;0;0;0;0;0;0
2014;Günterstal;32;21;11;27;5;0;16;16;0;0;0;0;0;0;0;0;0;0;0
2014;Stühlinger-Eschholz;166;100;66;124;40;0;105;61;11;0;0;0;0;0;0;0;0;0;0
2014;Alt-Stühlinger;473;280;193;331;141;0;366;107;24;0;0;0;0;0;0;0;0;0;0
2014;Mooswald-West;90;49;41;67;23;0;62;28;3;0;0;0;0;0;0;0;0;0;0
2014;Mooswald-Ost;195;126;69;139;56;0;145;50;9;0;0;0;0;0;0;0;0;0;0
2014;Betzenhausen-Bischofslinde;219;118;101;142;76;0;144;75;0;0;0;0;0;0;0;0;0;0;0
2014;Alt-Betzenhausen;143;82;61;116;27;0;97;46;0;0;0;0;0;0;0;0;0;0;0
2014;Landwasser;235;123;112;149;85;0;180;55;18;0;0;0;0;0;0;0;0;0;0
2014;Lehen;33;22;11;25;8;0;20;13;0;0;0;0;0;0;0;0;0;0;0
2014;Waltershofen;40;17;23;34;6;0;20;20;0;0;0;0;0;0;0;0;0;0;0
2014;Mundenhof;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2014;Haslach-Egerten;384;279;105;258;126;0;299;85;12;0;0;0;0;0;0;0;0;0;0
2014;Haslach-Gartenstadt;423;270;153;276;145;0;330;93;20;0;0;0;0;0;0;0;0;0;0
2014;Haslach-Schildacker;44;32;12;33;11;0;31;13;0;0;0;0;0;0;0;0;0;0;0
2014;Haslach-Haid;158;85;73;123;35;0;120;38;6;0;0;0;0;0;0;0;0;0;0
2014;St. Georgen-Nord;199;122;77;142;56;0;120;79;7;0;0;0;0;0;0;0;0;0;0
2014;St. Georgen-Süd;41;17;24;37;4;0;22;19;0;0;0;0;0;0;0;0;0;0;0
2014;Opfingen;84;44;40;69;15;0;53;31;3;0;0;0;0;0;0;0;0;0;0
2014;Tiengen;57;30;27;45;12;0;31;26;8;0;0;0;0;0;0;0;0;0;0
2014;Munzingen;80;41;39;62;18;0;55;25;3;0;0;0;0;0;0;0;0;0;0
2014;Weingarten;686;332;354;404;282;0;592;94;30;0;0;0;0;0;0;0;0;0;0
2014;Rieselfeld;216;98;118;157;59;0;147;69;13;0;0;0;0;0;0;0;0;0;0
2014;Vauban;90;43;47;72;18;0;60;30;3;0;0;0;0;0;0;0;0;0;0
2014;Nicht zuordenbar;10;5;5;5;5;0;3;7;0;0;0;0;0;0;0;0;0;0;0
2015;Altstadt-Mitte;112;69;43;74;38;0;73;39;4;0;0;0;0;0;0;0;0;0;0
2015;Altstadt-Ring;101;52;49;69;32;0;61;40;0;0;0;0;0;0;0;0;0;0;0
2015;Neuburg;87;48;39;58;29;0;43;44;5;0;0;0;0;0;0;0;0;0;0
2015;Herdern-Süd;117;58;59;98;19;0;56;61;5;0;0;0;0;0;0;0;0;0;0
2015;Herdern-Nord;110;62;48;92;18;0;54;56;0;0;0;0;0;0;0;0;0;0;0
2015;Zähringen;200;113;87;143;55;0;130;70;11;0;0;0;0;0;0;0;0;0;0
2015;Brühl-Güterbahnhof;286;178;108;214;72;0;198;88;8;0;0;0;0;0;0;0;0;0;0
2015;Brühl-Industriegebiet;49;30;19;28;21;0;45;4;2;0;0;0;0;0;0;0;0;0;0
2015;Brühl-Beurbarung;152;81;71;97;55;0;130;22;7;0;0;0;0;0;0;0;0;0;0
2015;Hochdorf;146;77;69;104;42;0;91;55;9;0;0;0;0;0;0;0;0;0;0
2015;Waldsee;98;51;47;82;16;0;56;42;2;0;0;0;0;0;0;0;0;0;0
2015;Littenweiler;154;79;75;118;35;0;101;53;6;0;0;0;0;0;0;0;0;0;0
2015;Ebnet;55;32;23;49;0;0;37;18;2;0;0;0;0;0;0;0;0;0;0
2015;Kappel;43;20;23;36;7;0;19;24;0;0;0;0;0;0;0;0;0;0;0
2015;Oberau;166;91;75;135;31;0;96;70;6;0;0;0;0;0;0;0;0;0;0
2015;Oberwiehre;172;87;85;145;27;0;104;68;7;0;0;0;0;0;0;0;0;0;0
2015;Mittelwiehre;76;41;35;65;11;0;37;39;2;0;0;0;0;0;0;0;0;0;0
2015;Unterwiehre-Nord;96;51;45;76;20;0;57;39;5;0;0;0;0;0;0;0;0;0;0
2015;Unterwiehre-Süd;228;131;97;161;67;0;145;83;9;0;0;0;0;0;0;0;0;0;0
2015;Günterstal;44;22;22;39;5;0;25;19;0;0;0;0;0;0;0;0;0;0;0
2015;Stühlinger-Eschholz;159;87;72;119;40;0;102;57;6;0;0;0;0;0;0;0;0;0;0
2015;Alt-Stühlinger;481;297;184;316;163;0;373;108;20;0;0;0;0;0;0;0;0;0;0
2015;Mooswald-West;98;52;46;73;24;0;64;34;0;0;0;0;0;0;0;0;0;0;0
2015;Mooswald-Ost;233;151;82;157;76;0;172;61;10;0;0;0;0;0;0;0;0;0;0
2015;Betzenhausen-Bischofslinde;264;136;128;163;100;0;180;84;9;0;0;0;0;0;0;0;0;0;0
2015;Alt-Betzenhausen;157;92;65;120;37;0;99;58;4;0;0;0;0;0;0;0;0;0;0
2015;Landwasser;256;130;126;159;97;0;195;61;11;0;0;0;0;0;0;0;0;0;0
2015;Lehen;36;22;14;30;6;0;25;11;3;0;0;0;0;0;0;0;0;0;0
2015;Waltershofen;48;22;26;42;6;0;21;27;4;0;0;0;0;0;0;0;0;0;0
2015;Mundenhof;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2015;Haslach-Egerten;399;274;125;264;135;0;312;87;12;0;0;0;0;0;0;0;0;0;0
2015;Haslach-Gartenstadt;452;272;180;287;164;0;354;98;18;0;0;0;0;0;0;0;0;0;0
2015;Haslach-Schildacker;44;28;16;30;14;0;40;4;0;0;0;0;0;0;0;0;0;0;0
2015;Haslach-Haid;157;88;69;126;31;0;124;33;13;0;0;0;0;0;0;0;0;0;0
2015;St. Georgen-Nord;231;139;92;169;61;0;137;94;12;0;0;0;0;0;0;0;0;0;0
2015;St. Georgen-Süd;33;18;15;31;0;0;13;20;2;0;0;0;0;0;0;0;0;0;0
2015;Opfingen;100;57;43;82;18;0;60;40;3;0;0;0;0;0;0;0;0;0;0
2015;Tiengen;80;41;39;61;19;0;40;40;5;0;0;0;0;0;0;0;0;0;0
2015;Munzingen;75;40;35;60;15;0;58;17;0;0;0;0;0;0;0;0;0;0;0
2015;Weingarten;695;345;350;418;274;0;607;88;30;0;0;0;0;0;0;0;0;0;0
2015;Rieselfeld;233;102;131;156;77;0;147;86;10;0;0;0;0;0;0;0;0;0;0
2015;Vauban;114;48;66;91;23;0;68;46;0;0;0;0;0;0;0;0;0;0;0
2015;Nicht zuordenbar;13;8;5;7;0;0;2;11;0;0;0;0;0;0;0;0;0;0;0
2016;Altstadt-Mitte;120;76;44;78;42;0;70;50;3;0;0;0;0;0;0;0;0;0;0
2016;Altstadt-Ring;88;51;37;60;28;0;52;36;0;0;0;0;0;0;0;0;0;0;0
2016;Neuburg;88;46;42;57;31;0;41;47;3;0;0;0;0;0;0;0;0;0;0
2016;Herdern-Süd;110;53;57;86;24;0;55;55;4;0;0;0;0;0;0;0;0;0;0
2016;Herdern-Nord;105;49;56;81;24;0;51;54;4;0;0;0;0;0;0;0;0;0;0
2016;Zähringen;196;106;90;141;54;0;105;91;14;0;0;0;0;0;0;0;0;0;0
2016;Brühl-Güterbahnhof;224;139;85;165;59;0;166;58;0;0;0;0;0;0;0;0;0;0;0
2016;Brühl-Industriegebiet;76;55;21;44;32;0;65;11;4;0;0;0;0;0;0;0;0;0;0
2016;Brühl-Beurbarung;130;68;62;86;44;0;98;32;6;0;0;0;0;0;0;0;0;0;0
2016;Hochdorf;127;66;61;86;41;0;91;36;7;0;0;0;0;0;0;0;0;0;0
2016;Waldsee;86;49;37;68;18;0;47;39;0;0;0;0;0;0;0;0;0;0;0
2016;Littenweiler;159;89;70;105;53;0;104;55;8;0;0;0;0;0;0;0;0;0;0
2016;Ebnet;47;26;21;36;11;0;26;21;3;0;0;0;0;0;0;0;0;0;0
2016;Kappel;43;23;20;35;8;0;16;27;0;0;0;0;0;0;0;0;0;0;0
2016;Oberau;152;78;74;116;36;0;96;56;7;0;0;0;0;0;0;0;0;0;0
2016;Oberwiehre;154;69;85;133;21;0;81;73;5;0;0;0;0;0;0;0;0;0;0
2016;Mittelwiehre;79;44;35;63;16;0;41;38;0;0;0;0;0;0;0;0;0;0;0
2016;Unterwiehre-Nord;102;61;41;75;27;0;51;51;3;0;0;0;0;0;0;0;0;0;0
2016;Unterwiehre-Süd;230;134;96;152;77;0;168;62;8;0;0;0;0;0;0;0;0;0;0
2016;Günterstal;48;29;19;40;8;0;26;22;0;0;0;0;0;0;0;0;0;0;0
2016;Stühlinger-Eschholz;148;89;59;113;35;0;86;62;5;0;0;0;0;0;0;0;0;0;0
2016;Alt-Stühlinger;437;262;175;294;142;0;342;95;34;0;0;0;0;0;0;0;0;0;0
2016;Mooswald-West;76;50;26;56;20;0;49;27;4;0;0;0;0;0;0;0;0;0;0
2016;Mooswald-Ost;222;132;90;148;74;0;182;40;11;0;0;0;0;0;0;0;0;0;0
2016;Betzenhausen-Bischofslinde;210;108;102;132;77;0;134;76;15;0;0;0;0;0;0;0;0;0;0
2016;Alt-Betzenhausen;147;78;69;111;36;0;91;56;7;0;0;0;0;0;0;0;0;0;0
2016;Landwasser;239;123;116;152;86;0;175;64;14;0;0;0;0;0;0;0;0;0;0
2016;Lehen;41;24;17;27;14;0;21;20;4;0;0;0;0;0;0;0;0;0;0
2016;Waltershofen;41;24;17;32;9;0;24;17;5;0;0;0;0;0;0;0;0;0;0
2016;Haslach-Egerten;415;299;116;286;129;0;329;86;14;0;0;0;0;0;0;0;0;0;0
2016;Haslach-Gartenstadt;377;219;158;232;144;0;289;88;16;0;0;0;0;0;0;0;0;0;0
2016;Haslach-Schildacker;42;29;13;26;16;0;34;8;0;0;0;0;0;0;0;0;0;0;0
2016;Haslach-Haid;146;78;68;113;33;0;113;33;11;0;0;0;0;0;0;0;0;0;0
2016;St. Georgen-Nord;228;142;86;167;61;0;132;96;14;0;0;0;0;0;0;0;0;0;0
2016;St. Georgen-Süd;35;17;18;30;0;0;17;18;0;0;0;0;0;0;0;0;0;0;0
2016;Opfingen;76;43;33;67;9;0;43;33;0;0;0;0;0;0;0;0;0;0;0
2016;Tiengen;67;41;26;36;31;0;46;21;5;0;0;0;0;0;0;0;0;0;0
2016;Munzingen;70;37;33;57;13;0;46;24;3;0;0;0;0;0;0;0;0;0;0
2016;Weingarten;680;344;336;416;264;0;574;106;58;0;0;0;0;0;0;0;0;0;0
2016;Rieselfeld;236;120;116;164;72;0;152;84;6;0;0;0;0;0;0;0;0;0;0
2016;Vauban;101;50;51;84;17;0;59;42;4;0;0;0;0;0;0;0;0;0;0
2016;Nicht zuordenbar;17;12;5;6;11;0;5;12;3;0;0;0;0;0;0;0;0;0;0
2017;Altstadt-Mitte;119;82;37;77;42;0;71;48;7;0;0;0;0;0;0;0;0;0;0
2017;Altstadt-Ring;73;45;28;49;24;0;42;31;9;0;0;0;0;0;0;0;0;0;0
2017;Neuburg;60;29;31;45;15;0;30;30;3;0;0;0;0;0;0;0;0;0;0
2017;Herdern-Süd;106;49;57;76;30;0;51;55;9;0;0;0;0;0;0;0;0;0;0
2017;Herdern-Nord;94;48;46;72;22;0;45;49;2;0;0;0;0;0;0;0;0;0;0
2017;Zähringen;198;103;95;145;52;0;110;88;12;0;0;0;0;0;0;0;0;0;0
2017;Brühl-Güterbahnhof;234;144;90;163;71;0;148;86;14;0;0;0;0;0;0;0;0;0;0
2017;Brühl-Industriegebiet;74;51;23;46;28;0;64;10;3;0;0;0;0;0;0;0;0;0;0
2017;Brühl-Beurbarung;137;67;70;89;48;0;107;30;10;0;0;0;0;0;0;0;0;0;0
2017;Hochdorf;130;71;59;86;44;0;80;50;6;0;0;0;0;0;0;0;0;0;0
2017;Waldsee;89;36;53;71;18;0;50;39;0;0;0;0;0;0;0;0;0;0;0
2017;Littenweiler;132;68;64;95;37;0;71;61;5;0;0;0;0;0;0;0;0;0;0
2017;Ebnet;40;23;17;33;7;0;25;15;0;0;0;0;0;0;0;0;0;0;0
2017;Kappel;46;25;21;40;6;0;16;30;3;0;0;0;0;0;0;0;0;0;0
2017;Oberau;139;72;67;106;33;0;69;70;11;0;0;0;0;0;0;0;0;0;0
2017;Oberwiehre;144;69;75;124;20;0;75;69;8;0;0;0;0;0;0;0;0;0;0
2017;Mittelwiehre;85;49;36;71;14;0;40;45;6;0;0;0;0;0;0;0;0;0;0
2017;Unterwiehre-Nord;94;57;37;74;19;0;48;46;4;0;0;0;0;0;0;0;0;0;0
2017;Unterwiehre-Süd;217;128;89;140;77;0;147;70;16;0;0;0;0;0;0;0;0;0;0
2017;Günterstal;28;13;15;27;0;0;15;13;0;0;0;0;0;0;0;0;0;0;0
2017;Stühlinger-Eschholz;129;77;52;97;32;0;65;64;5;0;0;0;0;0;0;0;0;0;0
2017;Alt-Stühlinger;377;228;149;260;116;0;271;106;34;0;0;0;0;0;0;0;0;0;0
2017;Mooswald-West;76;46;30;54;22;0;48;28;6;0;0;0;0;0;0;0;0;0;0
2017;Mooswald-Ost;215;117;98;141;74;0;152;63;12;0;0;0;0;0;0;0;0;0;0
2017;Betzenhausen-Bischofslinde;203;91;112;140;61;0;128;75;8;0;0;0;0;0;0;0;0;0;0
2017;Alt-Betzenhausen;141;82;59;107;34;0;85;56;7;0;0;0;0;0;0;0;0;0;0
2017;Landwasser;191;90;101;110;81;0;141;50;10;0;0;0;0;0;0;0;0;0;0
2017;Lehen;41;26;15;32;8;0;21;20;2;0;0;0;0;0;0;0;0;0;0
2017;Waltershofen;36;13;23;33;0;0;19;17;0;0;0;0;0;0;0;0;0;0;0
2017;Haslach-Egerten;366;276;90;246;120;0;291;75;12;0;0;0;0;0;0;0;0;0;0
2017;Haslach-Gartenstadt;327;196;131;196;130;0;244;83;18;0;0;0;0;0;0;0;0;0;0
2017;Haslach-Schildacker;38;22;16;24;14;0;30;8;4;0;0;0;0;0;0;0;0;0;0
2017;Haslach-Haid;147;82;65;114;33;0;106;41;15;0;0;0;0;0;0;0;0;0;0
2017;St. Georgen-Nord;216;141;75;153;63;0;119;97;16;0;0;0;0;0;0;0;0;0;0
2017;St. Georgen-Süd;27;16;11;23;0;0;15;12;0;0;0;0;0;0;0;0;0;0;0
2017;Opfingen;76;41;35;54;21;0;42;34;0;0;0;0;0;0;0;0;0;0;0
2017;Tiengen;68;40;28;39;29;0;43;25;6;0;0;0;0;0;0;0;0;0;0
2017;Munzingen;76;42;34;55;21;0;40;36;4;0;0;0;0;0;0;0;0;0;0
2017;Weingarten;678;342;336;420;255;0;560;118;64;0;0;0;0;0;0;0;0;0;0
2017;Rieselfeld;200;102;98;135;65;0;117;83;17;0;0;0;0;0;0;0;0;0;0
2017;Vauban;91;35;56;76;15;0;49;42;4;0;0;0;0;0;0;0;0;0;0
2017;Nicht zuordenbar;11;5;6;7;4;0;4;7;0;0;0;0;0;0;0;0;0;0;0
2018;Altstadt-Mitte;123;86;37;77;46;26;60;63;0;38;25;26;61;30;32;0;31;25;51
2018;Altstadt-Ring;74;43;31;43;31;0;46;28;0;27;22;12;28;18;28;0;12;0;41
2018;Neuburg;75;44;31;55;20;0;27;48;0;24;16;25;20;25;30;0;15;0;43
2018;Herdern-Süd;102;48;54;87;15;18;43;59;0;31;27;19;28;24;50;0;13;10;67
2018;Herdern-Nord;99;49;50;80;19;13;38;61;0;34;24;21;33;26;40;0;14;15;57
2018;Zähringen;217;124;93;155;60;46;122;95;11;59;51;50;94;80;43;19;51;37;87
2018;Brühl-Güterbahnhof;226;147;79;171;54;34;133;93;15;61;64;52;101;79;46;19;72;42;75
2018;Brühl-Industriegebiet;67;50;17;37;28;0;58;0;0;14;21;21;45;17;0;11;23;0;17
2018;Brühl-Beurbarung;119;59;60;84;35;19;94;25;11;31;37;21;75;26;18;13;48;16;31
2018;Hochdorf;115;55;60;74;41;20;71;44;10;40;22;23;58;46;11;14;45;20;26
2018;Waldsee;88;46;42;74;14;20;49;39;0;19;23;23;32;27;29;0;13;17;46
2018;Littenweiler;146;78;68;95;51;26;85;61;0;44;32;36;63;38;45;17;22;24;71
2018;Ebnet;35;17;18;29;0;0;18;17;0;0;13;0;0;15;11;0;0;0;23
2018;Kappel;34;18;16;25;0;11;13;21;0;0;0;0;13;12;0;0;11;0;18
2018;Oberau;131;67;64;108;23;30;68;63;0;45;29;21;32;45;54;0;21;23;75
2018;Oberwiehre;151;73;78;121;30;27;80;71;0;41;41;38;61;37;53;12;19;23;80
2018;Mittelwiehre;77;43;34;64;13;14;35;42;0;23;22;16;19;18;40;0;0;10;56
2018;Unterwiehre-Nord;91;52;39;77;14;0;33;58;11;34;18;19;25;24;42;0;13;15;59
2018;Unterwiehre-Süd;229;141;88;141;88;33;160;69;12;76;64;44;109;67;53;22;61;35;95
2018;Günterstal;28;13;15;24;0;0;14;14;0;0;14;0;0;12;0;0;0;0;12
2018;Stühlinger-Eschholz;143;79;64;107;36;26;76;67;0;47;34;30;50;48;45;0;35;23;67
2018;Alt-Stühlinger;404;263;141;269;135;70;288;116;31;107;103;93;231;100;73;44;138;63;129
2018;Mooswald-West;70;48;22;54;16;16;42;28;0;20;13;19;30;27;13;0;18;11;29
2018;Mooswald-Ost;192;110;82;121;70;34;131;61;0;71;36;43;101;55;36;13;58;28;70
2018;Betzenhausen-Bischofslinde;182;87;95;111;69;33;125;57;0;47;52;42;96;51;35;19;48;33;64
2018;Alt-Betzenhausen;96;55;41;70;26;22;56;40;0;26;20;21;41;39;16;10;35;16;33
2018;Landwasser;206;103;103;130;75;35;133;73;17;56;56;42;129;59;18;25;80;27;48
2018;Lehen;37;28;0;28;0;10;18;19;0;0;0;0;14;14;0;0;11;0;14
2018;Waltershofen;30;16;14;26;0;13;13;17;0;0;0;0;12;15;0;0;0;0;0
2018;Haslach-Egerten;347;242;105;230;117;43;262;85;19;114;92;79;205;96;46;40;112;52;101
2018;Haslach-Gartenstadt;350;215;135;222;125;69;257;93;21;91;75;94;221;99;30;45;158;44;72
2018;Haslach-Schildacker;40;25;15;30;10;12;28;12;0;0;0;12;19;13;0;0;14;0;13
2018;Haslach-Haid;143;82;61;107;36;19;104;39;13;37;46;28;91;37;15;26;66;13;26
2018;St. Georgen-Nord;179;100;79;134;44;35;83;96;13;45;48;38;75;56;48;15;44;31;75
2018;St. Georgen-Süd;23;13;10;20;0;0;14;0;0;0;0;0;0;0;0;0;0;0;12
2018;Opfingen;71;29;42;52;18;14;41;30;0;18;17;20;30;27;14;0;16;13;25
2018;Tiengen;62;34;28;32;30;13;39;23;0;19;11;12;30;25;0;0;18;13;13
2018;Munzingen;69;34;35;53;16;15;40;29;0;14;18;15;35;32;0;0;30;17;10
2018;Weingarten;618;329;289;373;241;97;492;126;57;152;166;146;441;128;49;108;252;76;98
2018;Rieselfeld;189;101;88;136;53;30;102;87;21;46;57;35;89;62;38;15;47;46;62
2018;Vauban;91;35;56;76;15;14;47;44;0;27;21;27;29;33;29;0;13;10;51
2018;Nicht zuordenbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;Altstadt-Mitte;118;78;40;86;32;18;61;57;0;32;34;26;60;38;20;0;31;25;46
2019;Altstadt-Ring;76;40;36;48;28;11;38;38;0;30;19;12;35;18;23;0;0;0;45
2019;Neuburg;83;47;36;60;23;13;34;49;0;33;19;15;25;22;36;0;10;0;52
2019;Herdern-Süd;99;46;53;66;33;18;46;53;0;38;16;19;34;22;43;0;17;14;55
2019;Herdern-Nord;103;58;45;72;31;14;53;50;0;40;27;20;39;24;40;0;16;11;61
2019;Zähringen;230;127;103;160;70;49;121;109;0;67;49;58;86;89;55;15;57;39;99
2019;Brühl-Güterbahnhof;246;150;96;188;57;37;146;100;19;75;62;53;91;97;58;17;69;58;86
2019;Brühl-Industriegebiet;71;52;19;38;33;13;61;10;0;11;25;17;48;17;0;10;23;0;17
2019;Brühl-Beurbarung;125;58;67;85;40;22;91;34;0;44;29;27;68;37;20;14;42;17;40
2019;Hochdorf;112;60;52;71;41;23;68;44;0;38;20;24;56;37;19;15;44;11;33
2019;Waldsee;82;40;42;69;13;24;45;37;0;15;23;16;31;22;29;0;13;11;45
2019;Littenweiler;161;82;79;97;64;31;96;65;0;46;42;34;77;43;41;15;25;30;70
2019;Ebnet;44;26;18;39;0;12;20;24;0;11;0;0;0;21;15;0;10;0;24
2019;Kappel;45;23;22;35;10;11;19;26;0;10;13;0;12;19;14;0;0;0;27
2019;Oberau;137;86;51;117;20;25;61;76;10;43;34;25;41;40;56;0;20;29;76
2019;Oberwiehre;148;78;70;122;26;32;75;73;0;40;38;29;58;41;49;0;19;23;84
2019;Mittelwiehre;76;40;36;62;14;18;32;44;0;19;19;17;17;20;39;0;0;10;57
2019;Unterwiehre-Nord;102;59;43;80;21;11;49;53;0;44;28;13;32;25;45;0;15;14;65
2019;Unterwiehre-Süd;192;108;84;128;64;22;121;71;0;69;56;39;98;39;55;25;41;22;91
2019;Günterstal;36;24;12;29;0;0;21;15;0;0;0;0;14;12;10;0;0;0;14
2019;Stühlinger-Eschholz;133;80;53;98;35;30;70;63;0;42;31;27;45;48;40;0;32;17;68
2019;Alt-Stühlinger;402;259;143;274;128;76;279;123;34;105;90;97;211;118;73;45;130;76;119
2019;Mooswald-West;79;43;36;59;20;22;41;38;0;24;12;17;34;32;13;0;30;11;24
2019;Mooswald-Ost;205;118;87;134;71;25;147;58;11;66;49;54;115;58;32;18;68;28;60
2019;Betzenhausen-Bischofslinde;230;121;109;142;88;40;148;82;16;64;59;51;129;62;39;22;67;32;79
2019;Alt-Betzenhausen;130;71;59;92;38;23;71;59;0;34;38;31;51;52;27;0;38;23;49
2019;Landwasser;206;104;102;125;80;41;141;65;11;47;64;43;117;70;19;24;71;37;44
2019;Lehen;36;26;10;32;0;0;16;20;0;11;12;0;0;18;10;0;0;10;12
2019;Waltershofen;27;15;12;18;0;0;0;21;0;10;0;0;0;11;0;0;0;0;10
2019;Haslach-Egerten;346;234;112;222;122;56;234;112;14;100;97;79;193;96;57;48;97;45;99
2019;Haslach-Gartenstadt;330;220;110;196;132;68;240;90;27;70;76;89;193;101;36;48;136;42;74
2019;Haslach-Schildacker;27;14;13;19;0;0;20;0;0;11;0;0;20;0;0;0;13;0;0
2019;Haslach-Haid;150;89;61;118;32;25;112;38;12;43;40;30;100;32;18;28;66;11;34
